obj_ID,alpha,delta,redshift,u-g,g-r,r-i,i-z,predicted_class
1.237679434523739e+18,12.0292026240429,-2.84000530964167,0.6289676,1.2463300000000004,2.080020000000001,1.2923200000000001,0.4479299999999995,GALAXY
1.2376613559357276e+18,191.299080925407,46.2479107741671,2.080831,0.2637699999999974,-0.0026799999999980173,0.1057699999999997,0.27531000000000105,QSO
1.237665547826692e+18,239.430247457675,15.6724466471667,3.275297,6.425440000000002,0.2765899999999988,0.054639999999999134,-0.008019999999998362,QSO
1.237651539253593e+18,210.542009555036,65.6146987717575,0.4664979,0.9608500000000006,1.5119800000000012,0.949819999999999,0.4242699999999999,GALAXY
1.2376785986156628e+18,333.215039603185,3.29109055105247,0.09381935,1.5965600000000002,0.8464600000000004,0.4224300000000003,0.35750999999999955,GALAXY
1.237678597560796e+18,16.4692715721515,2.85225357611121,0.9828959,2.5975,1.2734799999999993,-0.21529999999999916,-0.4522699999999986,GALAXY
1.2376672110569715e+18,160.794347365952,27.3522316612817,0.101406,2.006249999999998,0.9668099999999988,0.43130999999999986,0.345340000000002,GALAXY
1.2376785798312108e+18,6.2622991599381,24.6320676506436,0.4147472,0.6797399999999989,1.7660100000000014,0.848469999999999,0.5078999999999994,GALAXY
1.2376677828216095e+18,152.886039232569,19.5152758644566,0.0001966779,1.0884199999999993,0.3049299999999988,0.09145000000000181,0.024469999999997327,STAR
1.2376593244159347e+18,240.102578002689,43.468280898314,0.3984433,3.86383,1.8055200000000013,0.6437500000000007,0.4156999999999975,GALAXY
1.2376611497725788e+18,210.758520428092,45.7806696025716,0.2821692,4.216660000000001,1.5740999999999978,0.5582000000000029,0.3100399999999972,GALAXY
1.2376602419236047e+18,48.507197148993,0.871973237208066,9.791838e-05,1.278369999999999,0.52027,0.20860000000000056,0.09059999999999846,STAR
1.237663457775846e+18,315.740203075474,0.108809980599759,0.1232242,1.2144900000000014,0.8383900000000004,0.4932799999999986,0.30936000000000163,GALAXY
1.2376619701074007e+18,174.860246067684,6.29826471393748,0.4867199,3.4582200000000007,1.8176400000000008,0.9117500000000014,0.3821399999999997,GALAXY
1.237661353778479e+18,174.000766342833,57.6364523186419,0.9874924,0.340799999999998,0.2650800000000011,-0.0688999999999993,0.05971999999999866,QSO
1.237671936042009e+18,255.664502929396,39.3168234306805,0.6022088,2.2206599999999987,1.4471000000000025,1.151489999999999,0.39521999999999835,GALAXY
1.2376515059557996e+18,207.443686275215,1.16228828240068,0.5177687,2.25741,1.7386499999999998,1.0642899999999997,0.4902700000000024,GALAXY
1.237679322856948e+18,24.8951902033059,-4.99857675237552,0.6570203,-0.4573199999999993,0.8831699999999998,0.7155899999999988,0.5902600000000007,GALAXY
1.237670966466642e+18,157.160595731095,18.8138222476489,0.0001991177,1.6311999999999998,0.6369300000000013,0.26126000000000005,0.1166999999999998,STAR
1.2376609629399283e+18,138.628394616886,35.3794559728298,0.1145835,1.4303499999999971,0.8828600000000009,0.5373699999999992,0.33810000000000073,GALAXY
1.2376663000220303e+18,57.8913850499868,-0.46771220188414,0.01538188,1.480690000000001,0.7631000000000014,0.38772999999999946,0.30636999999999937,GALAXY
1.2376655370832458e+18,250.681806857573,15.6562192123171,0.6212156,2.154799999999998,1.2952399999999997,0.9422099999999993,0.3961500000000022,GALAXY
1.237662498925839e+18,222.75611189923,45.0921120010406,0.6523586,0.7501800000000003,1.8407699999999991,1.212290000000003,0.5176400000000001,GALAXY
1.2376556924735327e+18,213.983586666171,-1.97664992726422,0.08011435,1.8476,0.9369600000000027,0.41188999999999965,0.3697999999999997,GALAXY
1.2376487045769464e+18,183.057950829628,0.017007768107126,0.0006514148,0.6839700000000022,0.16839999999999833,-0.0007599999999996498,-0.1142700000000012,STAR
